"GroupId","Classification","ProcedureNames","Modules","DefinitionCount","Visibility","Signatures","FunctionalCommonalities","RelevantDifferences","CallSiteCount","CallingModules","ProposedCanonicalSignature","ProposedTargetModule","RecommendedAction","RiskLevel"
"DG-SIM-052","SIMILAR","FormExists; ReportExists","modAppWorkspaceService","2","Private","Private Function FormExists(ByVal form_name As String) As Boolean || Private Function ReportExists(ByVal report_name As String) As Boolean","ErrorHandling","Signature","9","modAppWorkspaceService; modPdfExportService","Private Function FormExists(ByVal form_name As String) As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-053","SIMILAR","GetCurrentRecordIdText; TryGetWorkspaceState","modAppWorkspaceService","2","Private","Private Function GetCurrentRecordIdText(ByVal workspaceForm As Access.Form) As String || Private Function TryGetWorkspaceState(ByVal workspaceForm As Access.Form) As String","ErrorHandling","Signature","4","modAppWorkspaceService","Private Function GetCurrentRecordIdText(ByVal workspaceForm As Access.Form) As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-054","SIMILAR","GetHistoryValue; ResolveMetadataValue","modAppWorkspaceService; modFwTranslationEditService","2","Private","Private Function GetHistoryValue(ByVal historyItemText As String, ByVal keyName As String) As String || Private Function ResolveMetadataValue(ByVal metadataText As String, ByVal keyName As String) As String","","Signature","15","modAppWorkspaceService; modFwTranslationEditService","Private Function GetHistoryValue(ByVal historyItemText As String, ByVal keyName As String) As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-055","SIMILAR","SetWorkspaceFocus; TryFocusControl","modAppWorkspaceService; modFwValidationRuntime","2","Private","Private Sub SetWorkspaceFocus(ByVal workspaceHost As Control) || Private Sub TryFocusControl(ByVal ctl As Control)","ErrorHandling","Signature","5","modAppWorkspaceService; modFormRuntime; modFwValidationRuntime","Private Sub SetWorkspaceFocus(ByVal workspaceHost As Control)","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-056","SIMILAR","BuildArticleGroupSearchFilter; BuildArticleSearchFilter","modArticleGroupService; modArticleService","2","Public","Public Function BuildArticleGroupSearchFilter(ByVal searchText As String) As String || Public Function BuildArticleSearchFilter(ByVal searchText As String) As String","","Signature","2","modArticleGroupService; modArticleService","Public Function BuildArticleGroupSearchFilter(ByVal searchText As String) As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-057","SIMILAR","IsFieldMissingValue; IsValueEmpty","modAuditHelper; modDemoDataSeeder","2","Private","Private Function IsFieldMissingValue(ByVal Value As Variant) As Boolean || Private Function IsValueEmpty(ByVal fieldValue As Variant) As Boolean","","Signature","5","modAuditHelper; modDemoDataSeeder","Private Function IsValueEmpty(ByVal fieldValue As Variant) As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-058","SIMILAR","CreateRefAddressingMode; CreateRefAddressType; CreateRefContactType; CreateRefSalutation; CreateRefUnits","modBasicModuleSchema","5","Private","Private Sub CreateRefAddressingMode(ByVal db As DAO.Database) || Private Sub CreateRefAddressType(ByVal db As DAO.Database) || Private Sub CreateRefContactType(ByVal db As DAO.Database) || Private Sub CreateRefSalutation(ByVal db As DAO.Database) || Private Sub CreateRefUnits(ByVal db As DAO.Database)","","Signature","5","modBasicModuleSchema","Private Sub CreateRefAddressType(ByVal db As DAO.Database)","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-059","SIMILAR","EnsureCurrencyField; EnsureDoubleField","modBasicModuleSchema","2","Private","Private Function EnsureCurrencyField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Currency, ByVal updateNullValues As Boolean) As Boolean || Private Function EnsureDoubleField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Double, ByVal updateNullValues As Boolean) As Boolean","ErrorHandling; Logging","Signature","62","modBasicModuleSchema; modDocumentCalculationService","Private Function EnsureDoubleField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Double, ByVal updateNullValues As Boolean) As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-060","SIMILAR","BuildExpectedKeyToken; NormalizeAdjustmentType; NormalizeFeatureCode; NormalizeModuleName; NormalizeRoleCode; NormalizeTextKey; NormalizeToken; NormalizeVatMode","modConfigIni; modDocumentCalculationService; modFwTranslationAuditService; modGlobals; modModuleManager; modSecurityHandler; modSessionContext; modTranslationService; modVatHandler","9","Private; Public","Private Function BuildExpectedKeyToken(ByVal translationKey As String) As String || Private Function NormalizeAdjustmentType(ByVal AdjustmentType As String) As String || Private Function NormalizeModuleName(ByVal moduleName As String) As String || Private Function NormalizeRoleCode(ByVal RoleCode As String) As String || Private Function NormalizeTextKey(ByVal TextKey As String) As String || Private Function NormalizeToken(ByVal Value As String) As String || Public Function NormalizeFeatureCode(ByVal FeatureCode As String) As String || Public Function NormalizeVatMode(ByVal VatMode As String) As String","","Visibility; Signature","54","modConfigIni; modDocumentCalculationService; modDocumentRepository; modDocumentService; modFwTranslationAuditService; modGlobals; modLicenseHandler; modModuleManager; modOrderCalculationService; modOrderRepository; modSecurityHandler; modSessionContext; modTranslationService; modVatHandler","Private Function NormalizeToken(ByVal Value As String) As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-061","SIMILAR","BoolText; BoolToIni; SqlBoolean","modConfigIni; modFwDiagnostics; modSqlHelper","3","Private; Public","Private Function BoolText(ByVal Value As Boolean) As String || Private Function BoolToIni(ByVal Value As Boolean) As String || Public Function SqlBoolean(ByVal Value As Boolean) As String","","Visibility; Signature","20","modAppNavigationService; modConfigIni; modFwDiagnostics; modSqlHelper","Private Function BoolToIni(ByVal Value As Boolean) As String","modConfigIni","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-062","SIMILAR","ResolveDocumentIdByNo; ResolveOrderIdByExternalReference","modDemoDataSeeder","2","Private","Private Function ResolveDocumentIdByNo(ByVal db As DAO.Database, ByVal DocumentNo As String) As Long || Private Function ResolveOrderIdByExternalReference(ByVal db As DAO.Database, ByVal ExternalReference As String) As Long","","Signature","10","modDemoDataSeeder","Private Function ResolveDocumentIdByNo(ByVal db As DAO.Database, ByVal DocumentNo As String) As Long","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-063","SIMILAR","PositionExists; SalesOrderLineExists","modDemoDataSeeder","2","Private","Private Function PositionExists(ByVal db As DAO.Database, ByVal DocumentId As Long, ByVal LineNo As Long) As Boolean || Private Function SalesOrderLineExists(ByVal db As DAO.Database, ByVal OrderId As Long, ByVal LineNo As Long) As Boolean","","Signature","4","modDemoDataSeeder","Private Function PositionExists(ByVal db As DAO.Database, ByVal DocumentId As Long, ByVal LineNo As Long) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-064","SIMILAR","DemoCityGeneva; DemoCityMunich; DemoCityZurich; DemoDeliveryNoteRemarks; DemoExportInvoiceRemarks; DemoLongInvoiceRemarks","modDemoDataSeeder","6","Private","Private Function DemoCityGeneva() As String || Private Function DemoCityMunich() As String || Private Function DemoCityZurich() As String || Private Function DemoDeliveryNoteRemarks() As String || Private Function DemoExportInvoiceRemarks() As String || Private Function DemoLongInvoiceRemarks() As String","","Signature","16","modDemoDataSeeder","Private Function DemoCityZurich() As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-065","SIMILAR","ResolveDocumentVatMode; ResolveOrderVatModeForContext","modDocumentCalculationService; modOrderCalculationService","2","Private","Private Function ResolveDocumentVatMode(ByVal DocumentId As Long, ByVal defaultValue As String) As String || Private Function ResolveOrderVatModeForContext(     ByVal headerId As Long,     ByVal headerTableName As String,     ByVal headerKeyField As String,     ByVal defaultValue As String) As String","DAO.Database; ErrorHandling","Signature","10","modDocumentCalculationService; modOrderCalculationService","Private Function ResolveDocumentVatMode(ByVal DocumentId As Long, ByVal defaultValue As String) As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-066","SIMILAR","GetPositionGrossAmount; GetPositionNetAmount; GetPositionVatAmount","modDocumentCalculationService","3","Private","Private Function GetPositionGrossAmount(ByVal rsPosition As DAO.Recordset) As Currency || Private Function GetPositionNetAmount(ByVal rsPosition As DAO.Recordset) As Currency || Private Function GetPositionVatAmount(ByVal rsPosition As DAO.Recordset) As Currency","","Signature","9","modDocumentCalculationService","Private Function GetPositionNetAmount(ByVal rsPosition As DAO.Recordset) As Currency","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-067","SIMILAR","GetRecordsetCurrencyValue; GetRecordsetDoubleValue","modDocumentCalculationService; modOrderCalculationService; modOrderRepository","5","Private","Private Function GetRecordsetCurrencyValue(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal defaultValue As Currency) As Currency || Private Function GetRecordsetDoubleValue(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal defaultValue As Double) As Double","","Signature","95","modDocumentCalculationService; modOrderCalculationService; modOrderRepository","Private Function GetRecordsetCurrencyValue(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal defaultValue As Currency) As Currency","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-068","SIMILAR","GetDocumentNumber; GetDocumentStatus","modDocumentRepository","2","Public","Public Function GetDocumentNumber(ByVal DocumentId As Long, Optional ByVal defaultValue As String = """") As String || Public Function GetDocumentStatus(ByVal DocumentId As Long, Optional ByVal defaultValue As String = """") As String","ErrorHandling","Signature","9","modDocumentPostingHandler; modDocumentRepository; modOutputPathService","Public Function GetDocumentStatus(ByVal DocumentId As Long, Optional ByVal defaultValue As String = """") As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-069","SIMILAR","ResolveDocumentFieldValue; ResolveDocumentLongValue","modDocumentRepository","2","Private","Private Function ResolveDocumentFieldValue(ByVal DocumentId As Long, ByVal fieldName As String, ByVal defaultValue As String) As String || Private Function ResolveDocumentLongValue(ByVal DocumentId As Long, ByVal fieldName As String, ByVal defaultValue As Long) As Long","DAO.Database; ErrorHandling","Signature","12","modDocumentRepository","Private Function ResolveDocumentFieldValue(ByVal DocumentId As Long, ByVal fieldName As String, ByVal defaultValue As String) As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-070","SIMILAR","IsControlDateTag; IsControlIntegerTag; IsControlNumericTag; IsControlRequired","modFormRuntime","4","Private","Private Function IsControlDateTag(ByVal controlTokens As Object) As Boolean || Private Function IsControlIntegerTag(ByVal controlTokens As Object) As Boolean || Private Function IsControlNumericTag(ByVal controlTokens As Object) As Boolean || Private Function IsControlRequired(ByVal controlTokens As Object) As Boolean","ErrorHandling","Signature","24","modFormRuntime","Private Function IsControlRequired(ByVal controlTokens As Object) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-071","SIMILAR","TryApplyDisabledPolicy; TryApplyLockedPolicy","modFormRuntime","2","Private","Private Function TryApplyDisabledPolicy(ByVal ControlInstance As Control) As Boolean || Private Function TryApplyLockedPolicy(ByVal ControlInstance As Control) As Boolean","ErrorHandling","Signature","4","modFormRuntime","Private Function TryApplyLockedPolicy(ByVal ControlInstance As Control) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-072","SIMILAR","TryFocusControl; TrySetInitialFocus","modFormRuntime","2","Private","Private Function TryFocusControl(ByVal ControlInstance As Control) As Boolean || Private Function TrySetInitialFocus(ByVal ControlInstance As Control) As Boolean","ErrorHandling","Signature","6","modFormRuntime; modFwValidationRuntime","Private Function TrySetInitialFocus(ByVal ControlInstance As Control) As Boolean","modConfigIni","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-073","SIMILAR","GetMaxValue; GetMinValue","modFormRuntime","2","Private","Private Function GetMaxValue(ByVal controlTokens As Object, ByRef maxValue As Double) As Boolean || Private Function GetMinValue(ByVal controlTokens As Object, ByRef minValue As Double) As Boolean","ErrorHandling","Signature","6","modFormRuntime","Private Function GetMinValue(ByVal controlTokens As Object, ByRef minValue As Double) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-074","SIMILAR","IsControlValueDateValid; IsControlValueNumericValid","modFormRuntime","2","Private","Private Function IsControlValueDateValid(ByVal ControlInstance As Control) As Boolean || Private Function IsControlValueNumericValid(ByVal ControlInstance As Control) As Boolean","ErrorHandling","Signature","9","modFormRuntime","Private Function IsControlValueNumericValid(ByVal ControlInstance As Control) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-075","SIMILAR","TryShowInvalidFieldsMessage; TryShowRequiredFieldsMessage","modFormRuntime","2","Private","Private Sub TryShowInvalidFieldsMessage(ByVal InvalidFieldNames As Collection, ByVal FormName As String) || Private Sub TryShowRequiredFieldsMessage(ByVal MissingFieldNames As Collection, ByVal FormName As String)","ErrorHandling","Signature","1","modFormRuntime","Private Sub TryShowRequiredFieldsMessage(ByVal MissingFieldNames As Collection, ByVal FormName As String)","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-076","SIMILAR","GetMaxLenValue; GetMinLenValue","modFormRuntime","2","Private","Private Function GetMaxLenValue(ByVal controlTokens As Object, ByRef maxLenValue As Long) As Boolean || Private Function GetMinLenValue(ByVal controlTokens As Object, ByRef minLenValue As Long) As Boolean","ErrorHandling","Signature","6","modFormRuntime","Private Function GetMinLenValue(ByVal controlTokens As Object, ByRef minLenValue As Long) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-077","SIMILAR","EnsureRoleStore; EnsureValidationColorStore","modFormRuntime; modSessionContext","2","Private","Private Sub EnsureRoleStore() || Private Sub EnsureValidationColorStore()","","Signature","7","modFormRuntime; modSessionContext","Private Sub EnsureValidationColorStore()","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","HIGH"
"DG-SIM-078","SIMILAR","GetControlCaptionValue; GetControlTagValue","modFwComposerService","2","Public","Public Function GetControlCaptionValue(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String || Public Function GetControlTagValue(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","ErrorHandling","Signature","5","modFwComposerService","Public Function GetControlTagValue(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-079","SIMILAR","IsAsciiDigit; IsAsciiLower; IsAsciiUpper","modFwComposerService","3","Private","Private Function IsAsciiDigit(ByVal Value As String) As Boolean || Private Function IsAsciiLower(ByVal Value As String) As Boolean || Private Function IsAsciiUpper(ByVal Value As String) As Boolean","","Signature","13","modFwComposerService","Private Function IsAsciiUpper(ByVal Value As String) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-080","SIMILAR","IsAsciiLetter; IsAsciiLetterOrDigit","modFwComposerService","2","Private","Private Function IsAsciiLetter(ByVal Value As String) As Boolean || Private Function IsAsciiLetterOrDigit(ByVal Value As String) As Boolean","","Signature","5","modFwComposerService","Private Function IsAsciiLetter(ByVal Value As String) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-081","SIMILAR","GetControlCaptionForLoadedObject; GetControlTagForLoadedObject","modFwComposerService","2","Private","Private Function GetControlCaptionForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String || Private Function GetControlTagForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","ErrorHandling","Signature","8","modFwComposerService","Private Function GetControlCaptionForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String ) As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-082","SIMILAR","GetCaptionPropertySafely; GetControlVisibleSafely; GetTagPropertySafely","modFwComposerService; modFwValidationRuntime","3","Private","Private Function GetCaptionPropertySafely(ByVal ctl As Control) As String || Private Function GetControlVisibleSafely(ByVal ctl As Control) As Boolean || Private Function GetTagPropertySafely(ByVal ctl As Control) As String","ErrorHandling","Signature","13","modFwComposerService; modFwValidationRuntime","Private Function GetControlVisibleSafely(ByVal ctl As Control) As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-083","SIMILAR","SetControlCaptionForLoadedObject; SetControlTagForLoadedObject","modFwComposerService","2","Private","Private Function SetControlCaptionForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String,     ByVal CaptionValue As String ) As Boolean || Private Function SetControlTagForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String,     ByVal TagValue As String ) As Boolean","ErrorHandling","Signature","7","modFwComposerService","Private Function SetControlCaptionForLoadedObject(     ByVal objectType As String,     ByVal objectName As String,     ByVal ControlName As String,     ByVal CaptionValue As String ) As Boolean","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-084","SIMILAR","ApplyNormalizeControls; LogInfo; LogWarning; PreviewNormalizeControls","modFwControlNamingTool; modLoggingHandler","4","Public","Public Sub ApplyNormalizeControls(ByVal objectName As String, Optional ByVal objectType As String = OBJECT_TYPE_FORM) || Public Sub LogInfo(ByVal SourceProcedure As String, ByVal Message As String) || Public Sub LogWarning(ByVal SourceProcedure As String, ByVal Message As String) || Public Sub PreviewNormalizeControls(ByVal objectName As String, Optional ByVal objectType As String = OBJECT_TYPE_FORM)","","Signature","255","modAddressCockpitService; modAddressRepository; modAppDashboardService; modAppNavigationService; modAppShell; modAppWorkspaceService; modBackendLinker; modBasicModuleSchema; modBootstrap; modContactRepository; modCurrencyFormatService; modDb; modDeepLTranslationService; modDemoDataSeeder; modDocumentCalculationService; modDocumentExportHandler; modDocumentPostingHandler; modDocumentRepository; modDocumentService; modFormLocalization; modFormRuntime; modFwComposerService; modFwControlNamingTool; modFwDiagnostics; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modFwValidationRuntime; modLicenseHandler; modModuleManager; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository; modOutputPathService; modPdfExportService; modSecurityHandler; modSessionContext; modTenantContext; modTenantRepository; modTranslationService; modUserRepository; modVatHandler","Public Sub PreviewNormalizeControls(ByVal objectName As String, Optional ByVal objectType As String = OBJECT_TYPE_FORM)","modLoggingHandler","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-085","SIMILAR","GetCaptionValue; GetControlSourceValue","modFwControlNamingTool","2","Private","Private Function GetCaptionValue(ByVal ctl As Object) As String || Private Function GetControlSourceValue(ByVal ctl As Control) As String","ErrorHandling","Signature","8","modFwControlNamingTool; modFwTranslationRuntime","Private Function GetControlSourceValue(ByVal ctl As Control) As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-086","SIMILAR","LogToolInfo; LogToolWarning","modFwControlNamingTool","2","Private","Private Sub LogToolInfo(ByVal category As String, ByVal messageText As String) || Private Sub LogToolWarning(ByVal category As String, ByVal messageText As String)","ErrorHandling; Logging","Signature","4","modFwControlNamingTool","Private Sub LogToolInfo(ByVal category As String, ByVal messageText As String)","modLoggingHandler","KEEP_PRIVATE","MEDIUM"
"DG-SIM-087","SIMILAR","ResolveCurrentUserId; ResolveCurrentUserName; ResolveTenantCode","modFwDiagnostics","3","Private","Private Function ResolveCurrentUserId() As String || Private Function ResolveCurrentUserName() As String || Private Function ResolveTenantCode() As String","ErrorHandling","Signature","13","modFwDiagnostics; modTenantRepository; modUserRepository","Private Function ResolveCurrentUserName() As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-088","SIMILAR","GetControlPropertyBoolean; GetControlPropertyText","modFwDiagnostics","2","Private","Private Function GetControlPropertyBoolean(ByVal formInstance As Access.Form, ByVal ControlName As String, ByVal propertyName As String) As Boolean || Private Function GetControlPropertyText(ByVal formInstance As Access.Form, ByVal ControlName As String, ByVal propertyName As String) As String","ErrorHandling","Signature","14","modFwDiagnostics","Private Function GetControlPropertyText(ByVal formInstance As Access.Form, ByVal ControlName As String, ByVal propertyName As String) As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-089","SIMILAR","TryGetPropertyBoolean; TryGetPropertyLong; TryGetPropertyText","modFwDiagnostics","3","Private","Private Function TryGetPropertyBoolean(ByVal TargetObject As Object, ByVal propertyName As String) As Boolean || Private Function TryGetPropertyLong(ByVal TargetObject As Object, ByVal propertyName As String) As Long || Private Function TryGetPropertyText(ByVal TargetObject As Object, ByVal propertyName As String) As String","ErrorHandling","Signature","17","modFwDiagnostics","Private Function TryGetPropertyText(ByVal TargetObject As Object, ByVal propertyName As String) As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-090","SIMILAR","EnsureAddressCockpitTags; EnsureOrderLinesTags","modFwSetup","2","Public","Public Sub EnsureAddressCockpitTags() || Public Sub EnsureOrderLinesTags()","ErrorHandling; Logging","Signature","10","modFwSetup","Public Sub EnsureAddressCockpitTags()","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-091","SIMILAR","BuildAddressCockpitTranslationKey; BuildOrderLinesTranslationKey; BuildTagGeneratorTranslationKey","modFwSetup","3","Private","Private Function BuildAddressCockpitTranslationKey(ByVal ControlName As String) As String || Private Function BuildOrderLinesTranslationKey(ByVal ControlName As String) As String || Private Function BuildTagGeneratorTranslationKey(ByVal ControlName As String) As String","","Signature","6","modFwSetup","Private Function BuildTagGeneratorTranslationKey(ByVal ControlName As String) As String","modTranslationService","KEEP_PRIVATE","MEDIUM"
"DG-SIM-092","SIMILAR","SeedContactTypeReference; SeedUnitReference","modFwSetup","2","Public","Public Sub SeedContactTypeReference() || Public Sub SeedUnitReference()","CurrentDb; DAO.Database; ErrorHandling","Signature","0","","Public Sub SeedUnitReference()","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-093","SIMILAR","InsertAddressingMode; InsertAddressType; InsertContactType; InsertSalutation; InsertUnit","modFwSetup","5","Private","Private Sub InsertAddressingMode(     ByVal db As DAO.Database,     ByVal addressingModeCode As String,     ByVal translationKey As String,     ByVal sortOrder As Long,     ByVal isActive As Boolean) || Private Sub InsertAddressType(     ByVal db As DAO.Database,     ByVal addressTypeCode As String,     ByVal translationKey As String,     ByVal sortOrder As Long,     ByVal isActive As Boolean) || Private Sub InsertContactType(     ByVal db As DAO.Database,     ByVal contactTypeCode As String,     ByVal translationKey As String,     ByVal sortOrder As Long,     ByVal isActive As Boolean) || Private Sub InsertSalutation(     ByVal db As DAO.Database,     ByVal salutationCode As String,     ByVal translationKey As String,     ByVal sortOrder As Long,     ByVal isActive As Boolean) || Private Sub InsertUnit(     ByVal db As DAO.Database,     ByVal UnitCode As String,     ByVal translationKey As String,     ByVal sortOrder As Long,     ByVal isActive As Boolean)","","Signature","25","modFwSetup","Private Sub InsertAddressType(     ByVal db As DAO.Database,     ByVal addressTypeCode As String,     ByVal translationKey As String,     ByVal sortOrder As Long,     ByVal isActive As Boolean)","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-094","SIMILAR","InsertSalutationTranslations; InsertVatCodeTranslations","modFwSetup","2","Private","Private Sub InsertSalutationTranslations(ByVal db As DAO.Database) || Private Sub InsertVatCodeTranslations(ByVal db As DAO.Database)","","Signature","4","modFwSetup","Private Sub InsertSalutationTranslations(ByVal db As DAO.Database)","modTranslationService","KEEP_PRIVATE","MEDIUM"
"DG-SIM-095","SIMILAR","InsertContactTypeTranslations; InsertUnitTranslations","modFwSetup","2","Private","Private Sub InsertContactTypeTranslations(ByVal db As DAO.Database) || Private Sub InsertUnitTranslations(ByVal db As DAO.Database)","","Signature","4","modFwSetup","Private Sub InsertContactTypeTranslations(ByVal db As DAO.Database)","modTranslationService","KEEP_PRIVATE","MEDIUM"
"DG-SIM-096","SIMILAR","GetCurrentLanguageCode; GetDocumentRootPath","modFwTranslationRuntime; modOutputPathService","2","Public","Public Function GetCurrentLanguageCode() As String || Public Function GetDocumentRootPath(Optional ByVal IniPath As String = """") As String","ErrorHandling","Signature","16","modAppShell; modFwDiagnostics; modFwTranslationRuntime; modFwValidationRuntime; modOrderRepository; modOutputPathService","Public Function GetCurrentLanguageCode() As String","modTranslationService","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-097","SIMILAR","GetCaptionValue; GetTagValue","modFwTranslationRuntime","2","Private","Private Function GetCaptionValue(ByVal target As Object) As String || Private Function GetTagValue(ByVal target As Object) As String","ErrorHandling","Signature","15","modFwControlNamingTool; modFwTranslationRuntime; modFwValidationRuntime","Private Function GetCaptionValue(ByVal target As Object) As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-098","SIMILAR","GetAttachedLabelCaption; GetAttachedLabelTag","modFwValidationRuntime","2","Private","Private Function GetAttachedLabelCaption(ByVal ctl As Control) As String || Private Function GetAttachedLabelTag(ByVal ctl As Control) As String","ErrorHandling","Signature","6","modFwValidationRuntime","Private Function GetAttachedLabelCaption(ByVal ctl As Control) As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-099","SIMILAR","RequireFeature; RequireModule","modLicenseHandler; modModuleManager","2","Public","Public Sub RequireFeature(ByVal featureName As String, Optional ByVal RaiseError As Boolean = True) || Public Sub RequireModule(ByVal moduleName As String, Optional ByVal RaiseError As Boolean = True)","ErrorHandling; Logging","Signature","10","modLicenseHandler; modModuleManager","Public Sub RequireFeature(ByVal featureName As String, Optional ByVal RaiseError As Boolean = True)","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-100","SIMILAR","FieldExists; IndexExists","modMigrationPaymentTerms; modMigrationTranslations","3","Private","Private Function FieldExists(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String) As Boolean || Private Function IndexExists(ByVal db As DAO.Database, ByVal tableName As String, ByVal indexName As String) As Boolean","ErrorHandling","Signature","114","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modDemoDataSeeder; modDocumentCalculationService; modFwSetup; modMigrationPaymentTerms; modMigrationTranslations","Private Function FieldExists(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String) As Boolean","modDb","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
